name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
raipur chhattisgarh,2025-08-19T18:00:00,26,26,23.7,87.17,2.8,67.7,rain,0,0,18.7,12.2,220.8,996,91.2,7.5,150,0.5,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-19T19:00:00,25.8,25.8,23.5,87.15,0,64.5,rain,0,0,23.4,13.1,230,996.3,94.1,13,100,0.3,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-19T20:00:00,25.6,25.6,23.3,87.14,0,64.5,rain,0,0,28.1,13.9,239.3,996.7,97.1,18.6,50,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-19T21:00:00,25.5,25.5,23.2,87.12,0.7,64.5,rain,0,0,32.8,14.8,248.5,997,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-19T22:00:00,25,25,23.3,90.12,0,64.5,rain,0,0,33,15.6,249.2,997,100,17,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-19T23:00:00,24.6,24.6,23.4,93.23,0,64.5,rain,0,0,33.2,16.4,250,997,100,9.9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T00:00:00,24.2,24.2,23.6,96.46,8.4,64.5,rain,0,0,33.5,17.3,250.7,997,100,2.8,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T01:00:00,24.2,24.2,23.5,96.07,0,54.8,rain,0,0,34.9,18,248.2,996.7,100,7.4,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T02:00:00,24.2,24.2,23.4,95.68,0,54.8,rain,0,0,36.4,18.7,245.8,996.3,100,12,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T03:00:00,24.2,24.2,23.4,95.3,11.2,54.8,rain,0,0,37.8,19.4,243.3,996,100,16.6,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T04:00:00,24.1,24.1,23.3,95.11,0,54.8,rain,0,0,38.2,19.4,237.4,996,100,19.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T05:00:00,24,24,23.2,94.91,0,54.8,rain,0,0,38.5,19.4,231.5,996,99.9,21.6,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T06:00:00,24,24,23.1,94.72,1.7,54.8,rain,0,0,38.9,19.4,225.6,996,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T07:00:00,24.1,24.1,22.9,93.4,0,61.3,rain,0,0,38.8,19.3,226.5,996.7,96.1,24.1,6.3,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T08:00:00,24.2,24.2,22.9,92.09,0,61.3,rain,0,0,38.6,19.2,227.5,997.3,92.3,24.1,12.7,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T09:00:00,24.4,24.4,22.8,90.81,0.2,61.3,rain,0,0,38.5,19.1,228.4,998,88.5,24.1,19,0.1,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T10:00:00,25.2,25.2,22.7,86.05,0,61.3,rain,0,0,36.4,20.4,229.5,998,92.2,24.1,142.7,0.5,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T11:00:00,25.9,25.9,22.6,81.56,0,61.3,rain,0,0,34.2,21.7,230.5,998,95.8,24.1,266.3,1,3,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T12:00:00,26.8,29,22.5,77.32,0.3,61.3,rain,0,0,32,23,231.6,998,99.5,24.1,390,1.4,4,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-20T13:00:00,27.1,29.5,22.5,76.13,0,64.5,rain,0,0,31.2,23.3,228.5,997.3,87.2,24.1,451.7,1.6,5,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T14:00:00,27.4,30,22.5,74.95,0,64.5,rain,0,0,30.4,23.5,225.4,996.7,74.9,24.1,513.3,1.9,5,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T15:00:00,27.7,30.5,22.6,73.8,0.5,64.5,rain,0,0,29.5,23.8,222.3,996,62.6,24.1,575,2.1,6,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T16:00:00,27.3,30,22.7,75.71,0,64.5,rain,0,0,29.8,22.3,216.4,996.3,51.7,24.1,479.3,1.7,5,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T17:00:00,27,29.5,22.8,77.67,0,64.5,rain,0,0,30,20.9,210.5,996.7,40.9,24.1,383.7,1.4,4,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T18:00:00,26.7,26.7,22.9,79.69,0.1,64.5,rain,0,0,30.2,19.4,204.6,997,30,24.1,288,1,3,3,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-20T19:00:00,26,26,22.7,81.89,0,41.9,,0,0,31,18,200.6,998,34.1,24.1,192,0.7,0,3,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-20T20:00:00,25.3,25.3,22.4,84.17,0,41.9,,0,0,31.7,16.6,196.6,999,38.3,24.1,96,0.3,0,3,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-20T21:00:00,24.7,24.7,22.3,86.52,0.1,41.9,rain,0,0,32.4,15.1,192.6,1000,42.4,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-20T22:00:00,24.4,24.4,22.2,87.73,0,41.9,,0,0,32.8,15.1,193.4,1000.3,35.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-20T23:00:00,24.1,24.1,22.1,88.96,0,41.9,,0,0,33.1,15.1,194.3,1000.7,27.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-21T00:00:00,23.8,23.8,22.1,90.22,0,41.9,,0,0,33.5,15.1,195.1,1001,20.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
raipur chhattisgarh,2025-08-21T01:00:00,23.6,23.6,21.9,90.57,0,58.1,rain,0,0,33,13.8,197.2,1000.7,21.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T02:00:00,23.4,23.4,21.9,90.93,0,58.1,rain,0,0,32.5,12.5,199.3,1000.3,21.9,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T03:00:00,23.3,23.3,21.8,91.29,0,58.1,rain,0,0,32,11.2,201.4,1000,22.6,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T04:00:00,23.1,23.1,21.7,91.84,0,58.1,rain,0,0,31.1,11.5,198.1,1000.3,36.4,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T05:00:00,23,23,21.7,92.4,0,58.1,rain,0,0,30.1,11.9,194.7,1000.7,50.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T06:00:00,22.9,22.9,21.7,92.96,0,58.1,rain,0,0,29.2,12.2,191.4,1001,64,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T07:00:00,23.8,23.8,21.8,88.94,0,45.2,rain,0,0,28.3,14.5,201.6,1001.3,64.8,24.1,62,0.2,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T08:00:00,24.7,24.7,22,85.13,0,45.2,rain,0,0,27.5,16.8,211.9,1001.7,65.7,24.1,124,0.5,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T09:00:00,25.6,25.6,22.2,81.51,0,45.2,rain,0,0,26.6,19.1,222.1,1002,66.5,24.1,186,0.7,2,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T10:00:00,26.7,28.8,22.2,76.53,0,45.2,rain,0,0,25.6,19.3,226.4,1002,51.6,24.1,351.3,1.3,4,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T11:00:00,27.8,30.6,22.3,71.91,0,45.2,rain,0,0,24.5,19.6,230.8,1002,36.7,24.1,516.7,1.9,5,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T12:00:00,29,32.2,22.4,67.59,0.4,45.2,rain,0,0,23.4,19.8,235.1,1002,21.8,24.1,682,2.5,7,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T13:00:00,29.8,33.2,22.3,64.28,0,48.4,rain,0,0,21.7,18.4,231.5,1001,41.5,24.1,748.3,2.7,7,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T14:00:00,30.6,34.2,22.2,61.15,0,48.4,rain,0,0,20,16.9,228,1000,61.3,24.1,814.7,3,8,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T15:00:00,31.4,35.1,22.2,58.18,0.1,48.4,rain,0,0,18.4,15.5,224.4,999,81,24.1,881,3.2,9,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T16:00:00,30.4,34.2,22.5,62.87,0,48.4,rain,0,0,20,15.4,225.2,999,61.5,18.6,677.3,2.5,7,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T17:00:00,29.4,33.2,22.9,67.96,0,48.4,rain,0,0,21.7,15.2,225.9,999,42.1,13.2,473.7,1.7,5,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T18:00:00,28.5,32.1,23.3,73.48,1.1,48.4,rain,0,0,23.4,15.1,226.7,999,22.6,7.7,270,1,3,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T19:00:00,27.7,30.8,23.2,76.84,0,67.7,rain,0,0,25.9,15.2,226,1000.3,38.9,12.9,180,0.7,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T20:00:00,26.9,29.4,23.2,80.36,0,67.7,rain,0,0,28.4,15.4,225.3,1001.7,55.3,18,90,0.3,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T21:00:00,26.1,26.1,23.2,84.08,3,67.7,rain,0,0,31,15.5,224.6,1003,71.6,23.2,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T22:00:00,25.8,25.8,23.1,85.41,0,67.7,rain,0,0,31.8,15.1,223.7,1003,55.1,23.5,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-21T23:00:00,25.5,25.5,23.1,86.77,0,67.7,rain,0,0,32.6,14.8,222.9,1003,38.7,23.8,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T00:00:00,25.2,25.2,23.1,88.16,0.2,67.7,rain,0,0,33.5,14.4,222,1003,22.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T01:00:00,25,25,23,88.85,0,48.4,rain,0,0,33.7,13.6,223.7,1002.7,48.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T02:00:00,24.8,24.8,22.9,89.56,0,48.4,rain,0,0,34,12.7,225.4,1002.3,74.1,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T03:00:00,24.6,24.6,22.9,90.27,0,48.4,rain,0,0,34.2,11.9,227.1,1002,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T04:00:00,24.4,24.4,22.8,90.99,0,48.4,rain,0,0,31.8,10.6,220.5,1002.3,73.7,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T05:00:00,24.2,24.2,22.8,91.72,0,48.4,rain,0,0,29.4,9.2,213.9,1002.7,47.5,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T06:00:00,24.1,24.1,22.8,92.46,0,48.4,rain,0,0,27,7.9,207.3,1003,21.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T07:00:00,25.1,25.1,22.9,87.62,0,48.4,rain,0,0,26.2,11,220.9,1003.3,46.9,24.1,70.3,0.3,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T08:00:00,26.1,26.1,22.9,83.07,0,48.4,rain,0,0,25.3,14.2,234.5,1003.7,72.5,24.1,140.7,0.5,1,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T09:00:00,27.1,29.7,23.1,78.79,0,48.4,rain,0,0,24.5,17.3,248.1,1004,98.2,24.1,211,0.8,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T10:00:00,27.5,30.5,23.1,76.81,0,48.4,rain,0,0,23.4,17,251.6,1003.7,98.8,24.1,244,0.9,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T11:00:00,27.9,31.2,23.1,74.89,0,48.4,rain,0,0,22.3,16.8,255.1,1003.3,99.4,24.1,277,1,3,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T12:00:00,28.4,31.8,23.1,73.02,0.4,48.4,rain,0,0,21.2,16.6,258.6,1003,100,24.1,310,1.1,3,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T13:00:00,29.2,33.1,23.1,69.58,0,58.1,rain,0,0,20.6,16.2,257.4,1002.3,93.5,24.1,376,1.3,4,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T14:00:00,30,34.2,23.1,66.32,0,58.1,rain,0,0,20,15.8,256.1,1001.7,86.9,24.1,442,1.6,4,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T15:00:00,30.9,35.3,23.1,63.23,0.1,58.1,rain,0,0,19.4,15.5,254.9,1001,80.4,24.1,508,1.8,5,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T16:00:00,30.4,34.9,23.3,65.86,0,58.1,rain,0,0,21.6,16,252.9,1001,75.2,24.1,464,1.7,5,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T17:00:00,29.9,34.5,23.5,68.61,0,58.1,rain,0,0,23.8,16.4,250.8,1001,70,24.1,420,1.5,4,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T18:00:00,29.5,34,23.8,71.47,0.5,58.1,rain,0,0,25.9,16.9,248.8,1001,64.8,24.1,376,1.4,4,60,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T19:00:00,28.6,32.7,23.8,75.15,0,61.3,rain,0,0,28.4,16.9,244.2,1001.7,76.3,24.1,250.7,0.9,0,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T20:00:00,27.7,31.3,23.8,79.04,0,61.3,rain,0,0,31,16.9,239.7,1002.3,87.9,24.1,125.3,0.5,0,30,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-22T21:00:00,26.9,29.7,23.8,83.16,0.3,61.3,rain,0,0,33.5,16.9,235.1,1003,99.4,24.1,0,0,0,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T22:00:00,26.4,26.4,23.6,84.63,0,61.3,rain,0,0,35.3,16.9,236.4,1003,99.6,18,0,0,0,30,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-22T23:00:00,26,26,23.5,86.13,0,61.3,rain,0,0,37.1,16.9,237.7,1003,99.8,11.8,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T00:00:00,25.6,25.6,23.4,87.66,3.4,61.3,rain,0,0,38.9,16.9,239,1003,100,5.7,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T01:00:00,25.4,25.4,23.4,88.71,0,71,rain,0,0,39,18,252.9,1002.7,100,5.3,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T02:00:00,25.2,25.2,23.4,89.77,0,71,rain,0,0,39.1,19.1,266.8,1002.3,100,4.9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T03:00:00,25,25,23.4,90.85,8.7,71,rain,0,0,39.2,20.2,280.7,1002,100,4.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T04:00:00,24.7,24.7,23.3,92.3,0,71,rain,0,0,36.1,18,280.4,1002,100,6.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T05:00:00,24.4,24.4,23.3,93.79,0,71,rain,0,0,33,15.8,280,1002,100,8.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T06:00:00,24.1,24.1,23.3,95.3,9.2,71,rain,0,0,29.9,13.7,279.7,1002,100,10.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T07:00:00,24.2,24.2,23.2,94.16,0,54.8,rain,0,0,31.1,14.8,275.7,1002.7,100,15,7,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T08:00:00,24.3,24.3,23.1,93.03,0,54.8,rain,0,0,32.3,15.8,271.6,1003.3,100,19.6,14,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T09:00:00,24.5,24.5,23.1,91.92,1.4,54.8,rain,0,0,33.5,16.9,267.6,1004,100,24.1,21,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T10:00:00,25.3,25.3,23.1,87.64,0,54.8,rain,0,0,33.5,18.5,272.2,1004,99.6,22,127,0.5,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T11:00:00,26.1,26.1,23.1,83.58,0,54.8,rain,0,0,33.5,20,276.7,1004,99.3,19.9,233,0.8,2,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T12:00:00,27,29.6,23.2,79.73,2.9,54.8,rain,0,0,33.5,21.6,281.3,1004,98.9,17.8,339,1.2,3,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T13:00:00,26.8,29.2,23,79.71,0,61.3,rain,0,0,33.5,22.1,281.2,1003,99.3,19.9,395.7,1.4,4,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T14:00:00,26.6,26.6,22.8,79.69,0,61.3,rain,0,0,33.5,22.6,281,1002,99.6,22,452.3,1.6,5,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T15:00:00,26.5,26.5,22.7,79.67,0.1,61.3,rain,0,0,33.5,23,280.9,1001,100,24.1,509,1.8,5,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T16:00:00,26.4,26.4,22.7,80.3,0,61.3,rain,0,0,32.2,21.7,278.1,1001,98.8,24.1,477.3,1.7,5,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T17:00:00,26.3,26.3,22.7,80.94,0,61.3,rain,0,0,30.8,20.4,275.2,1001,97.5,24.1,445.7,1.6,4,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T18:00:00,26.2,26.2,22.8,81.58,0,61.3,rain,0,0,29.5,19.1,272.4,1001,96.3,24.1,414,1.5,4,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T19:00:00,25.5,25.5,22.7,84.36,0,48.4,rain,0,0,30.5,18.8,264.7,1001.3,97.4,24.1,276,1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T20:00:00,24.8,24.8,22.6,87.24,0,48.4,rain,0,0,31.4,18.6,257.1,1001.7,98.6,24.1,138,0.5,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T21:00:00,24.2,24.2,22.5,90.24,0,48.4,rain,0,0,32.4,18.4,249.4,1002,99.7,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T22:00:00,24.2,24.2,22.5,90.61,0,48.4,rain,0,0,33.1,18,250.4,1002,99.8,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-23T23:00:00,24.2,24.2,22.6,90.98,0,48.4,rain,0,0,33.8,17.6,251.4,1002,99.9,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T00:00:00,24.2,24.2,22.7,91.35,0.2,48.4,rain,0,0,34.6,17.3,252.4,1002,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T01:00:00,23.9,23.9,22.8,93.39,0,67.7,rain,0,0,33.6,16.9,254.5,1001.3,100,17.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T02:00:00,23.7,23.7,22.9,95.48,0,67.7,rain,0,0,32.6,16.6,256.6,1000.7,100,10.8,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T03:00:00,23.5,23.5,23.1,97.61,12.3,67.7,rain,0,0,31.7,16.2,258.7,1000,100,4.2,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T04:00:00,23.5,23.5,23,97.03,0,67.7,rain,0,0,31.1,16.2,259.7,1000,100,10.6,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T05:00:00,23.6,23.6,23,96.44,0,67.7,rain,0,0,30.5,16.2,260.8,1000,100,17.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T06:00:00,23.7,23.7,23,95.86,4.4,67.7,rain,0,0,29.9,16.2,261.8,1000,100,23.5,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T07:00:00,23.9,23.9,23.1,95.1,0,35.5,,0,0,27.6,15.8,261.4,1000.3,100,23.7,12,0,0,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T08:00:00,24.1,24.1,23.2,94.34,0,35.5,,0,0,25.3,15.5,261,1000.7,100,23.9,24,0.1,0,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T09:00:00,24.4,24.4,23.3,93.6,0.1,35.5,rain,0,0,23,15.1,260.6,1001,100,24.1,36,0.1,0,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T10:00:00,24.2,24.2,23.2,94.16,0,35.5,,0,0,23.4,15.2,250.4,1000.7,100,21.6,68.3,0.2,1,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T11:00:00,24.1,24.1,23.2,94.72,0,35.5,,0,0,23.8,15.4,240.2,1000.3,100,19,100.7,0.4,1,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T12:00:00,24,24,23.2,95.29,1.9,35.5,rain,0,0,24.1,15.5,230,1000,100,16.5,133,0.5,1,10,Overcast,cloudy,
raipur chhattisgarh,2025-08-24T13:00:00,23.7,23.7,22.9,95.28,0,71,rain,0,0,28.7,17.9,235.7,999.3,100,19,100.7,0.4,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T14:00:00,23.5,23.5,22.7,95.28,0,71,rain,0,0,33.2,20.3,241.5,998.7,100,21.6,68.3,0.2,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T15:00:00,23.3,23.3,22.5,95.27,0.6,71,rain,0,0,37.8,22.7,247.2,998,100,24.1,36,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T16:00:00,23.6,23.6,22.5,93.56,0,71,rain,0,0,38.2,22.8,248.4,998,99.7,24.1,47.7,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T17:00:00,23.9,23.9,22.5,91.89,0,71,rain,0,0,38.5,22.9,249.7,998,99.3,24.1,59.3,0.2,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T18:00:00,24.3,24.3,22.6,90.25,0.2,71,rain,0,0,38.9,23,250.9,998,99,24.1,71,0.3,1,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T19:00:00,23.9,23.9,22.4,91.15,0,67.7,rain,0,0,40,22.8,248.7,998.7,99.3,24.1,47.3,0.2,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T20:00:00,23.6,23.6,22.2,92.06,0,67.7,rain,0,0,41,22.6,246.4,999.3,99.7,24.1,23.7,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T21:00:00,23.3,23.3,22.1,92.98,0,67.7,rain,0,0,42.1,22.3,244.2,1000,100,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T22:00:00,23.2,23.2,22.1,93.16,0,67.7,rain,0,0,41.8,22,246.4,999.7,95.8,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-24T23:00:00,23.2,23.2,22.1,93.35,0,67.7,rain,0,0,41.4,21.6,248.6,999.3,91.6,24.1,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T00:00:00,23.2,23.2,22.1,93.54,1,67.7,rain,0,0,41,21.2,250.8,999,87.4,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
raipur chhattisgarh,2025-08-25T01:00:00,23.1,23.1,22.1,94.3,0,61.3,rain,0,0,40.4,20.8,252.2,998.7,91.6,20,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T02:00:00,23,23,22.1,95.06,0,61.3,rain,0,0,39.8,20.3,253.6,998.3,95.8,15.9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T03:00:00,22.9,22.9,22.2,95.84,1.4,61.3,rain,0,0,39.2,19.8,255,998,100,11.8,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T04:00:00,22.9,22.9,22.3,96.23,0,61.3,rain,0,0,37.8,18.5,254,998,100,10.9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T05:00:00,22.9,22.9,22.4,96.62,0,61.3,rain,0,0,36.4,17.2,252.9,998,100,9.9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T06:00:00,23,23,22.5,97.01,2.3,61.3,rain,0,0,34.9,15.8,251.9,998,100,9,0,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T07:00:00,23,23,22.4,96.82,0,74.2,rain,0,0,34.2,16,250.3,998.7,100,8.6,2.3,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T08:00:00,23,23,22.4,96.62,0,74.2,rain,0,0,33.5,16.1,248.7,999.3,100,8.3,4.7,0,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T09:00:00,23,23,22.4,96.42,2.8,74.2,rain,0,0,32.8,16.2,247.1,1000,100,7.9,7,0,0,3,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T10:00:00,23.1,23.1,22.4,96.04,0,74.2,rain,0,0,33.6,17,247.1,1000,100,13.3,15.7,0,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T11:00:00,23.2,23.2,22.5,95.65,0,74.2,rain,0,0,34.4,17.9,247,1000,100,18.7,24.3,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T12:00:00,23.4,23.4,22.6,95.27,1.5,74.2,rain,0,0,35.3,18.7,247,1000,100,24.1,33,0.1,0,10,"Rain, Overcast",rain,
raipur chhattisgarh,2025-08-25T13:00:00,23.4,23.4,22.5,94.89,0,74.2,rain,0,0,37.4,20.4,246.7,999.3,100,23.9,37,0.1,0,10,"Rain, Overcast",rain,
