datetime,temp,feelslike,humidity,windspeed,winddir,sealevelpressure,conditions
2025-08-27 03:00:00,23.7,23.7,95.86,9.7,240.0,1001.0,"Rain, Overcast"
2025-08-27 04:00:00,23.6,23.6,96.05,9.8,241.1,1001.3,"Rain, Overcast"
2025-08-27 05:00:00,23.6,23.6,96.25,10.0,242.2,1001.7,"Rain, Overcast"
2025-08-27 06:00:00,23.6,23.6,96.44,10.1,243.3,1002.0,"Rain, Overcast"
2025-08-27 07:00:00,24.1,24.1,93.96,12.1,250.5,1002.3,"Rain, Overcast"
2025-08-27 08:00:00,24.6,24.6,91.56,14.2,257.8,1002.7,"Rain, Overcast"
2025-08-27 09:00:00,25.1,25.1,89.22,16.2,265.0,1003.0,"Rain, Overcast"
2025-08-27 10:00:00,25.8,25.8,86.11,16.0,271.1,1002.7,"Rain, Overcast"
2025-08-27 11:00:00,26.6,26.6,83.13,15.7,277.1,1002.3,"Rain, Overcast"
2025-08-27 12:00:00,27.4,30.6,80.27,15.5,283.2,1002.0,"Rain, Overcast"
2025-08-27 13:00:00,27.7,31.2,78.56,14.5,286.8,1001.3,"Rain, Overcast"
2025-08-27 14:00:00,28.1,31.8,76.9,13.6,290.5,1000.7,"Rain, Overcast"
2025-08-27 15:00:00,28.5,32.4,75.28,12.6,294.1,1000.0,"Rain, Overcast"
2025-08-27 16:00:00,28.1,31.9,77.83,13.0,289.3,999.7,"Rain, Overcast"
2025-08-27 17:00:00,27.7,31.3,80.47,13.3,284.6,999.3,"Rain, Overcast"
2025-08-27 18:00:00,27.3,30.7,83.2,13.7,279.8,999.0,"Rain, Overcast"
2025-08-27 19:00:00,26.5,26.5,86.0,12.2,275.2,999.7,"Rain, Overcast"
2025-08-27 20:00:00,25.8,25.8,88.92,10.8,270.7,1000.3,"Rain, Overcast"
2025-08-27 21:00:00,25.1,25.1,91.95,9.4,266.1,1001.0,"Rain, Overcast"
2025-08-27 22:00:00,24.9,24.9,92.32,9.7,263.6,1001.0,"Rain, Overcast"
2025-08-27 23:00:00,24.9,24.9,92.68,10.1,261.0,1001.0,"Rain, Overcast"
2025-08-28 00:00:00,24.8,24.8,93.05,10.4,258.5,1001.0,"Rain, Overcast"
2025-08-28 01:00:00,24.6,24.6,93.42,10.1,261.8,1000.3,"Rain, Overcast"
2025-08-28 02:00:00,24.5,24.5,93.79,9.7,265.0,999.7,"Rain, Overcast"
2025-08-28 03:00:00,24.4,24.4,94.16,9.4,268.3,999.0,"Rain, Overcast"
2025-08-28 04:00:00,24.2,24.2,94.54,9.6,267.7,999.0,"Rain, Overcast"
2025-08-28 05:00:00,24.1,24.1,94.91,9.8,267.2,999.0,"Rain, Overcast"
2025-08-28 06:00:00,24.0,24.0,95.29,10.1,266.6,999.0,"Rain, Overcast"
2025-08-28 07:00:00,24.9,24.9,91.58,9.8,284.3,999.3,"Rain, Overcast"
2025-08-28 08:00:00,25.9,25.9,88.04,9.6,302.1,999.7,"Rain, Overcast"
2025-08-28 09:00:00,26.9,29.8,84.67,9.4,319.8,1000.0,"Rain, Overcast"
2025-08-28 10:00:00,27.7,31.5,81.28,9.5,331.0,999.7,"Rain, Overcast"
2025-08-28 11:00:00,28.5,33.1,78.05,9.6,342.1,999.3,"Rain, Overcast"
2025-08-28 12:00:00,29.4,34.6,74.97,9.7,353.3,999.0,"Rain, Overcast"
2025-08-28 13:00:00,29.8,35.2,72.83,10.7,236.9,997.7,"Rain, Overcast"
2025-08-28 14:00:00,30.2,35.8,70.76,11.6,120.5,996.3,"Rain, Overcast"
2025-08-28 15:00:00,30.7,36.3,68.75,12.6,4.1,995.0,"Rain, Overcast"
2025-08-28 16:00:00,29.8,35.2,73.41,12.1,2.9,995.0,"Rain, Overcast"
2025-08-28 17:00:00,28.9,34.0,78.41,11.6,1.8,995.0,"Rain, Overcast"
2025-08-28 18:00:00,28.0,32.6,83.78,11.2,0.6,995.0,"Rain, Overcast"
2025-08-28 19:00:00,27.5,31.3,84.4,10.8,7.2,995.3,"Rain, Overcast"
2025-08-28 20:00:00,27.0,30.1,85.02,10.4,13.7,995.7,"Rain, Overcast"
2025-08-28 21:00:00,26.5,26.5,85.65,10.1,20.3,996.0,"Rain, Overcast"
2025-08-28 22:00:00,26.3,26.3,86.5,11.0,21.0,995.7,"Rain, Overcast"
2025-08-28 23:00:00,26.1,26.1,87.35,12.0,21.6,995.3,"Rain, Overcast"
